node_id,industry_id,industry_name
701,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
702,50,Re-processing of secondary wood material into new wood material
703,51,Pulp
704,52,Re-processing of secondary paper into new pulp
705,53,Paper
706,54,"Publishing, printing and reproduction of recorded media (22)"
707,55,Manufacture of coke oven products
708,56,Petroleum Refinery
709,57,Processing of nuclear fuel
710,58,"Plastics, basic"
711,59,Re-processing of secondary plastic into new plastic
712,60,N-fertiliser
713,61,P- and other fertiliser
714,62,Chemicals nec
715,63,Manufacture of rubber and plastic products (25)
716,64,Manufacture of glass and glass products
717,65,Re-processing of secondary glass into new glass
718,66,Manufacture of ceramic goods
719,67,"Manufacture of bricks, tiles and construction products, in baked clay"
720,68,"Manufacture of cement, lime and plaster"
721,69,Re-processing of ash into clinker
722,70,Manufacture of other non-metallic mineral products n.e.c.
723,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
724,72,Re-processing of secondary steel into new steel
725,73,Precious metals production
726,74,Re-processing of secondary preciuos metals into new preciuos metals
727,75,Aluminium production
728,76,Re-processing of secondary aluminium into new aluminium
729,77,"Lead, zinc and tin production"
730,78,"Re-processing of secondary lead into new lead, zinc and tin"
731,79,Copper production
732,80,Re-processing of secondary copper into new copper
733,81,Other non-ferrous metal production
734,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
735,83,Casting of metals
736,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
737,85,Manufacture of machinery and equipment n.e.c. (29)
738,86,Manufacture of office machinery and computers (30)
739,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
740,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
741,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
742,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
743,91,Manufacture of other transport equipment (35)
744,92,Manufacture of furniture; manufacturing n.e.c. (36)
745,93,Recycling of waste and scrap
746,94,Recycling of bottles by direct reuse
747,95,Production of electricity by coal
748,96,Production of electricity by gas
749,97,Production of electricity by nuclear
750,98,Production of electricity by hydro
751,99,Production of electricity by wind
752,100,Production of electricity by petroleum and other oil derivatives
753,101,Production of electricity by biomass and waste
754,102,Production of electricity by solar photovoltaic
755,103,Production of electricity by solar thermal
756,104,"Production of electricity by tide, wave, ocean"
757,105,Production of electricity by Geothermal
758,106,Production of electricity nec
759,107,Transmission of electricity
760,108,Distribution and trade of electricity
761,109,Manufacture of gas; distribution of gaseous fuels through mains
762,110,Steam and hot water supply
763,111,"Collection, purification and distribution of water (41)"
764,112,Construction (45)
765,113,Re-processing of secondary construction material into aggregates
766,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
767,115,Retail sale of automotive fuel
768,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
769,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
770,118,Hotels and restaurants (55)
771,119,Transport via railways
772,120,Other land transport
773,121,Transport via pipelines
774,122,Sea and coastal water transport
775,123,Inland water transport
776,124,Air transport (62)
777,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
778,126,Post and telecommunications (64)
779,127,"Financial intermediation, except insurance and pension funding (65)"
780,128,"Insurance and pension funding, except compulsory social security (66)"
781,129,Activities auxiliary to financial intermediation (67)
782,130,Real estate activities (70)
783,131,Renting of machinery and equipment without operator and of personal and household goods (71)
784,132,Computer and related activities (72)
785,133,Research and development (73)
786,134,Other business activities (74)
787,135,Public administration and defence; compulsory social security (75)
788,136,Education (80)
789,137,Health and social work (85)
790,138,Incineration of waste: Food
791,139,Incineration of waste: Paper
792,140,Incineration of waste: Plastic
793,141,Incineration of waste: Metals and Inert materials
794,142,Incineration of waste: Textiles
795,143,Incineration of waste: Wood
796,144,Incineration of waste: Oil/Hazardous waste
797,145,"Biogasification of food waste, incl. land application"
798,146,"Biogasification of paper, incl. land application"
799,147,"Biogasification of sewage slugde, incl. land application"
800,148,"Composting of food waste, incl. land application"
801,149,"Composting of paper and wood, incl. land application"
802,150,"Waste water treatment, food"
803,151,"Waste water treatment, other"
804,152,Landfill of waste: Food
805,153,Landfill of waste: Paper
806,154,Landfill of waste: Plastic
807,155,Landfill of waste: Inert/metal/hazardous
808,156,Landfill of waste: Textiles
809,157,Landfill of waste: Wood
810,158,Activities of membership organisation n.e.c. (91)
811,159,"Recreational, cultural and sporting activities (92)"
812,160,Other service activities (93)
813,161,Private households with employed persons (95)
814,162,Extra-territorial organizations and bodies
815,0,Cultivation of paddy rice
816,1,Cultivation of wheat
817,2,Cultivation of cereal grains nec
818,3,"Cultivation of vegetables, fruit, nuts"
819,4,Cultivation of oil seeds
820,5,"Cultivation of sugar cane, sugar beet"
821,6,Cultivation of plant-based fibers
822,7,Cultivation of crops nec
823,8,Cattle farming
824,9,Pigs farming
825,10,Poultry farming
826,11,Meat animals nec
827,12,Animal products nec
828,13,Raw milk
829,14,"Wool, silk-worm cocoons"
830,15,"Manure treatment (conventional), storage and land application"
831,16,"Manure treatment (biogas), storage and land application"
832,17,"Forestry, logging and related service activities (02)"
833,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
834,19,Mining of coal and lignite; extraction of peat (10)
835,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
836,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
837,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
838,23,Mining of uranium and thorium ores (12)
839,24,Mining of iron ores
840,25,Mining of copper ores and concentrates
841,26,Mining of nickel ores and concentrates
842,27,Mining of aluminium ores and concentrates
843,28,Mining of precious metal ores and concentrates
844,29,"Mining of lead, zinc and tin ores and concentrates"
845,30,Mining of other non-ferrous metal ores and concentrates
846,31,Quarrying of stone
847,32,Quarrying of sand and clay
848,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
849,34,Processing of meat cattle
850,35,Processing of meat pigs
851,36,Processing of meat poultry
852,37,Production of meat products nec
853,38,Processing vegetable oils and fats
854,39,Processing of dairy products
855,40,Processed rice
856,41,Sugar refining
857,42,Processing of Food products nec
858,43,Manufacture of beverages
859,44,Manufacture of fish products
860,45,Manufacture of tobacco products (16)
861,46,Manufacture of textiles (17)
862,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
863,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
864,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
865,50,Re-processing of secondary wood material into new wood material
866,51,Pulp
867,52,Re-processing of secondary paper into new pulp
868,53,Paper
869,54,"Publishing, printing and reproduction of recorded media (22)"
870,55,Manufacture of coke oven products
871,56,Petroleum Refinery
872,57,Processing of nuclear fuel
873,58,"Plastics, basic"
874,59,Re-processing of secondary plastic into new plastic
875,60,N-fertiliser
876,61,P- and other fertiliser
877,62,Chemicals nec
878,63,Manufacture of rubber and plastic products (25)
879,64,Manufacture of glass and glass products
880,65,Re-processing of secondary glass into new glass
881,66,Manufacture of ceramic goods
882,67,"Manufacture of bricks, tiles and construction products, in baked clay"
883,68,"Manufacture of cement, lime and plaster"
884,69,Re-processing of ash into clinker
885,70,Manufacture of other non-metallic mineral products n.e.c.
886,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
887,72,Re-processing of secondary steel into new steel
888,73,Precious metals production
889,74,Re-processing of secondary preciuos metals into new preciuos metals
890,75,Aluminium production
891,76,Re-processing of secondary aluminium into new aluminium
892,77,"Lead, zinc and tin production"
893,78,"Re-processing of secondary lead into new lead, zinc and tin"
894,79,Copper production
895,80,Re-processing of secondary copper into new copper
896,81,Other non-ferrous metal production
897,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
