,0
"('MT', 'N-fertiliser')",0.0
"('MT', 'P- and other fertiliser')",0.0
"('MT', 'Chemicals nec')",1.2550689792
"('MT', 'Manufacture of rubber and plastic products (25)')",69.3170552354
"('MT', 'Manufacture of glass and glass products')",0.0
"('MT', 'Re-processing of secondary glass into new glass')",0.0
"('MT', 'Manufacture of ceramic goods')",0.0
"('MT', 'Manufacture of bricks, tiles and construction products, in baked clay')",0.0
"('MT', 'Manufacture of cement, lime and plaster')",0.00180346399513
"('MT', 'Re-processing of ash into clinker')",0.00180346399513
"('MT', 'Manufacture of other non-metallic mineral products n.e.c.')",0.0
"('MT', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",0.0107087103314
"('MT', 'Re-processing of secondary steel into new steel')",0.0
"('MT', 'Precious metals production')",0.00406554124495
"('MT', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('MT', 'Aluminium production')",0.00827478674873
"('MT', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('MT', 'Lead, zinc and tin production')",0.00121421797735
"('MT', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('MT', 'Copper production')",0.00938033226569
"('MT', 'Re-processing of secondary copper into new copper')",0.0
"('MT', 'Other non-ferrous metal production')",0.000435927118068
"('MT', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('MT', 'Casting of metals')",0.0
"('MT', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",5.95560221262
"('MT', 'Manufacture of machinery and equipment n.e.c. (29)')",0.0
"('MT', 'Manufacture of office machinery and computers (30)')",0.518244474026
"('MT', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.0
"('MT', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0
"('MT', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('MT', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",2886.43488792
"('MT', 'Manufacture of other transport equipment (35)')",864.607473289
"('MT', 'Manufacture of furniture; manufacturing n.e.c. (36)')",0.0290501988706
"('MT', 'Recycling of waste and scrap')",0.0
"('MT', 'Recycling of bottles by direct reuse')",0.0
"('MT', 'Production of electricity by coal')",0.0
"('MT', 'Production of electricity by gas')",52.1377831337
"('MT', 'Production of electricity by nuclear')",0.0
"('MT', 'Production of electricity by hydro')",0.0
"('MT', 'Production of electricity by wind')",0.0
"('MT', 'Production of electricity by petroleum and other oil derivatives')",1.69922158702
"('MT', 'Production of electricity by biomass and waste')",0.169922161482
"('MT', 'Production of electricity by solar photovoltaic')",6.71192548183
"('MT', 'Production of electricity by solar thermal')",0.0
"('MT', 'Production of electricity by tide, wave, ocean')",0.0
"('MT', 'Production of electricity by Geothermal')",0.0
"('MT', 'Production of electricity nec')",0.0
"('MT', 'Transmission of electricity')",10.1977643447
"('MT', 'Distribution and trade of electricity')",43.4835820737
"('MT', 'Manufacture of gas; distribution of gaseous fuels through mains')",0.645180779195
"('MT', 'Steam and hot water supply')",0.0
"('MT', 'Collection, purification and distribution of water (41)')",0.0
"('MT', 'Construction (45)')",5068.83188636
"('MT', 'Re-processing of secondary construction material into aggregates')",0.0
"('MT', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",272.975121932
"('MT', 'Retail sale of automotive fuel')",104.436443139
"('MT', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",1853.75383236
"('MT', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",1118.28970981
"('MT', 'Hotels and restaurants (55)')",2506.85464874
"('MT', 'Transport via railways')",3.34219224163
"('MT', 'Other land transport')",5.76911227393
"('MT', 'Transport via pipelines')",2.00814255944
"('MT', 'Sea and coastal water transport')",2191.24370465
"('MT', 'Inland water transport')",266.370701369
"('MT', 'Air transport (62)')",32.2759624505
"('MT', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",93.823778053
"('MT', 'Post and telecommunications (64)')",6690.84333222
"('MT', 'Financial intermediation, except insurance and pension funding (65)')",0.40103414896
"('MT', 'Insurance and pension funding, except compulsory social security (66)')",44.1740980251
"('MT', 'Activities auxiliary to financial intermediation (67)')",37.1555540654
"('MT', 'Real estate activities (70)')",95.1830253331
"('MT', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",0.0272495585228
"('MT', 'Computer and related activities (72)')",6416.94375703
"('MT', 'Research and development (73)')",2.20897309179
"('MT', 'Other business activities (74)')",997.52057897
"('MT', 'Public administration and defence; compulsory social security (75)')",109.965868471
"('MT', 'Education (80)')",17776.8523234
"('MT', 'Health and social work (85)')",90.0605490536
"('MT', 'Incineration of waste: Food')",0.0
"('MT', 'Incineration of waste: Paper')",0.0
"('MT', 'Incineration of waste: Plastic')",0.0
"('MT', 'Incineration of waste: Metals and Inert materials')",0.0
"('MT', 'Incineration of waste: Textiles')",0.0
"('MT', 'Incineration of waste: Wood')",0.0
"('MT', 'Incineration of waste: Oil/Hazardous waste')",0.0
"('MT', 'Biogasification of food waste, incl. land application')",0.0
"('MT', 'Biogasification of paper, incl. land application')",0.0
"('MT', 'Biogasification of sewage slugde, incl. land application')",0.0
"('MT', 'Composting of food waste, incl. land application')",0.0
"('MT', 'Composting of paper and wood, incl. land application')",0.0
"('MT', 'Waste water treatment, food')",0.0
"('MT', 'Waste water treatment, other')",0.0
"('MT', 'Landfill of waste: Food')",0.0
"('MT', 'Landfill of waste: Paper')",0.0
"('MT', 'Landfill of waste: Plastic')",0.0
"('MT', 'Landfill of waste: Inert/metal/hazardous')",0.0
"('MT', 'Landfill of waste: Textiles')",0.0
"('MT', 'Landfill of waste: Wood')",0.0
"('MT', 'Activities of membership organisation n.e.c. (91)')",5.03034591894
"('MT', 'Recreational, cultural and sporting activities (92)')",506.22886833
"('MT', 'Other service activities (93)')",10.1944015966
"('MT', 'Private households with employed persons (95)')",0.666600446155
"('MT', 'Extra-territorial organizations and bodies')",0.0
"('NL', 'Cultivation of paddy rice')",0.0
"('NL', 'Cultivation of wheat')",898.850106425
"('NL', 'Cultivation of cereal grains nec')",289.923122747
"('NL', 'Cultivation of vegetables, fruit, nuts')",13145.4857022
"('NL', 'Cultivation of oil seeds')",10.0414837994
"('NL', 'Cultivation of sugar cane, sugar beet')",1055.8654553
"('NL', 'Cultivation of plant-based fibers')",18.0781922406
"('NL', 'Cultivation of crops nec')",460.740542107
"('NL', 'Cattle farming')",1923.23540769
"('NL', 'Pigs farming')",9013.23186137
"('NL', 'Poultry farming')",4308.02788437
"('NL', 'Meat animals nec')",253.790972878
"('NL', 'Animal products nec')",0.0
"('NL', 'Raw milk')",11285.8639758
"('NL', 'Wool, silk-worm cocoons')",6.82207888777
"('NL', 'Manure treatment (conventional), storage and land application')",0.0
"('NL', 'Manure treatment (biogas), storage and land application')",0.0
"('NL', 'Forestry, logging and related service activities (02)')",487.317151354
"('NL', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",793.466155928
"('NL', 'Mining of coal and lignite; extraction of peat (10)')",0.418342148243
"('NL', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",4806.01060806
"('NL', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",29308.1063481
"('NL', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('NL', 'Mining of uranium and thorium ores (12)')",0.0
"('NL', 'Mining of iron ores')",0.399199330695
"('NL', 'Mining of copper ores and concentrates')",0.0
"('NL', 'Mining of nickel ores and concentrates')",0.399199330695
"('NL', 'Mining of aluminium ores and concentrates')",0.399199330695
"('NL', 'Mining of precious metal ores and concentrates')",0.399199330695
"('NL', 'Mining of lead, zinc and tin ores and concentrates')",0.399199330695
"('NL', 'Mining of other non-ferrous metal ores and concentrates')",0.707563602331
"('NL', 'Quarrying of stone')",49.6776341146
"('NL', 'Quarrying of sand and clay')",223.009804457
"('NL', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",149.526456623
"('NL', 'Processing of meat cattle')",3003.89963795
"('NL', 'Processing of meat pigs')",5960.7707812
"('NL', 'Processing of meat poultry')",3742.60843523
"('NL', 'Production of meat products nec')",426.995111265
"('NL', 'Processing vegetable oils and fats')",943.527314463
"('NL', 'Processing of dairy products')",17249.402685
"('NL', 'Processed rice')",190.79276785
"('NL', 'Sugar refining')",899.570944885
"('NL', 'Processing of Food products nec')",59772.5940838
"('NL', 'Manufacture of beverages')",4355.06494177
"('NL', 'Manufacture of fish products')",1911.96774913
"('NL', 'Manufacture of tobacco products (16)')",4422.85362556
"('NL', 'Manufacture of textiles (17)')",13307.2038079
"('NL', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",5688.49793132
"('NL', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",1612.93225078
"('NL', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",4755.94145407
"('NL', 'Re-processing of secondary wood material into new wood material')",0.0
"('NL', 'Pulp')",6277.47009133
"('NL', 'Re-processing of secondary paper into new pulp')",0.0
"('NL', 'Paper')",4976.6300321
"('NL', 'Publishing, printing and reproduction of recorded media (22)')",1095.12748794
"('NL', 'Manufacture of coke oven products')",174.475712988
"('NL', 'Petroleum Refinery')",50446.4428655
"('NL', 'Processing of nuclear fuel')",1187.36749975
"('NL', 'Plastics, basic')",32435.5770446
"('NL', 'Re-processing of secondary plastic into new plastic')",0.0
"('NL', 'N-fertiliser')",190.875897547
"('NL', 'P- and other fertiliser')",538.789375546
"('NL', 'Chemicals nec')",8755.00590466
"('NL', 'Manufacture of rubber and plastic products (25)')",17258.3997154
"('NL', 'Manufacture of glass and glass products')",698.6617921
"('NL', 'Re-processing of secondary glass into new glass')",0.0
"('NL', 'Manufacture of ceramic goods')",162.286555043
"('NL', 'Manufacture of bricks, tiles and construction products, in baked clay')",947.659929676
"('NL', 'Manufacture of cement, lime and plaster')",6945.24413566
"('NL', 'Re-processing of ash into clinker')",0.399199330695
"('NL', 'Manufacture of other non-metallic mineral products n.e.c.')",786.224849413
"('NL', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",1746.34916961
"('NL', 'Re-processing of secondary steel into new steel')",0.0
"('NL', 'Precious metals production')",838.910012898
"('NL', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('NL', 'Aluminium production')",2785.19719195
"('NL', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('NL', 'Lead, zinc and tin production')",2053.19392605
"('NL', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('NL', 'Copper production')",5608.63891202
"('NL', 'Re-processing of secondary copper into new copper')",0.0
"('NL', 'Other non-ferrous metal production')",2103.98355999
"('NL', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('NL', 'Casting of metals')",3344.95261516
"('NL', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",31628.224875
"('NL', 'Manufacture of machinery and equipment n.e.c. (29)')",62477.2511085
"('NL', 'Manufacture of office machinery and computers (30)')",43099.9112749
"('NL', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.800104856188
"('NL', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.352001620135
"('NL', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('NL', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",28510.3110222
"('NL', 'Manufacture of other transport equipment (35)')",14499.8485223
"('NL', 'Manufacture of furniture; manufacturing n.e.c. (36)')",12311.2144367
"('NL', 'Recycling of waste and scrap')",2.25242431221
"('NL', 'Recycling of bottles by direct reuse')",0.0
"('NL', 'Production of electricity by coal')",264.222314566
"('NL', 'Production of electricity by gas')",2610.71103003
"('NL', 'Production of electricity by nuclear')",141.9956081
"('NL', 'Production of electricity by hydro')",1.59818888013
"('NL', 'Production of electricity by wind')",532.926506657
"('NL', 'Production of electricity by petroleum and other oil derivatives')",87.2590493226
"('NL', 'Production of electricity by biomass and waste')",38.4937210759
"('NL', 'Production of electricity by solar photovoltaic')",304.524469055
"('NL', 'Production of electricity by solar thermal')",0.0
"('NL', 'Production of electricity by tide, wave, ocean')",0.0
"('NL', 'Production of electricity by Geothermal')",0.0
"('NL', 'Production of electricity nec')",20.2785522029
"('NL', 'Transmission of electricity')",515.136313969
"('NL', 'Distribution and trade of electricity')",1842.16601064
"('NL', 'Manufacture of gas; distribution of gaseous fuels through mains')",242.440556012
"('NL', 'Steam and hot water supply')",1836.78054296
"('NL', 'Collection, purification and distribution of water (41)')",709.842742831
"('NL', 'Construction (45)')",119348.042333
"('NL', 'Re-processing of secondary construction material into aggregates')",0.0
"('NL', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",19379.0503198
"('NL', 'Retail sale of automotive fuel')",16.2090537495
"('NL', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",113010.325092
"('NL', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",59675.1732567
"('NL', 'Hotels and restaurants (55)')",46706.3447842
"('NL', 'Transport via railways')",10111.4100779
"('NL', 'Other land transport')",64877.2992412
"('NL', 'Transport via pipelines')",1031.05901466
"('NL', 'Sea and coastal water transport')",17385.5852708
"('NL', 'Inland water transport')",4377.49242913
"('NL', 'Air transport (62)')",20384.508387
"('NL', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",36258.8876719
"('NL', 'Post and telecommunications (64)')",33353.0435968
"('NL', 'Financial intermediation, except insurance and pension funding (65)')",51476.8372219
"('NL', 'Insurance and pension funding, except compulsory social security (66)')",31114.0455613
"('NL', 'Activities auxiliary to financial intermediation (67)')",15240.4442107
"('NL', 'Real estate activities (70)')",45699.6084816
"('NL', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",58504.26226
"('NL', 'Computer and related activities (72)')",60098.8896218
"('NL', 'Research and development (73)')",27996.5725075
"('NL', 'Other business activities (74)')",144358.884047
"('NL', 'Public administration and defence; compulsory social security (75)')",106135.645668
"('NL', 'Education (80)')",48729.1050788
"('NL', 'Health and social work (85)')",76126.0945555
"('NL', 'Incineration of waste: Food')",4072.408659
"('NL', 'Incineration of waste: Paper')",4417.56528564
"('NL', 'Incineration of waste: Plastic')",1572.43506758
"('NL', 'Incineration of waste: Metals and Inert materials')",3160.43261507
"('NL', 'Incineration of waste: Textiles')",1132.0776903
"('NL', 'Incineration of waste: Wood')",1456.65759197
"('NL', 'Incineration of waste: Oil/Hazardous waste')",3442.30414986
"('NL', 'Biogasification of food waste, incl. land application')",641.880733412
"('NL', 'Biogasification of paper, incl. land application')",84.8022967774
"('NL', 'Biogasification of sewage slugde, incl. land application')",2883.68061837
"('NL', 'Composting of food waste, incl. land application')",15388.312509
"('NL', 'Composting of paper and wood, incl. land application')",0.0
"('NL', 'Waste water treatment, food')",652.96225523
"('NL', 'Waste water treatment, other')",1848.54407465
"('NL', 'Landfill of waste: Food')",357.990283983
"('NL', 'Landfill of waste: Paper')",241.225613262
"('NL', 'Landfill of waste: Plastic')",127.362702898
"('NL', 'Landfill of waste: Inert/metal/hazardous')",3740.30708218
"('NL', 'Landfill of waste: Textiles')",45.4500602888
"('NL', 'Landfill of waste: Wood')",154.114766578
"('NL', 'Activities of membership organisation n.e.c. (91)')",9244.99334717
"('NL', 'Recreational, cultural and sporting activities (92)')",6961.65938236
"('NL', 'Other service activities (93)')",7699.29233923
"('NL', 'Private households with employed persons (95)')",856.892589108
"('NL', 'Extra-territorial organizations and bodies')",0.0
"('PL', 'Cultivation of paddy rice')",0.0
"('PL', 'Cultivation of wheat')",3961.31687384
"('PL', 'Cultivation of cereal grains nec')",4121.91506356
"('PL', 'Cultivation of vegetables, fruit, nuts')",4990.71753825
"('PL', 'Cultivation of oil seeds')",1290.85609229
"('PL', 'Cultivation of sugar cane, sugar beet')",651.635260911
"('PL', 'Cultivation of plant-based fibers')",0.497520811141
"('PL', 'Cultivation of crops nec')",110.924390206
"('PL', 'Cattle farming')",1660.779142
"('PL', 'Pigs farming')",3658.61985453
"('PL', 'Poultry farming')",3026.14613334
"('PL', 'Meat animals nec')",114.873297298
"('PL', 'Animal products nec')",40.9993219326
"('PL', 'Raw milk')",5077.07728712
"('PL', 'Wool, silk-worm cocoons')",0.710299104764
"('PL', 'Manure treatment (conventional), storage and land application')",0.0
"('PL', 'Manure treatment (biogas), storage and land application')",0.0
"('PL', 'Forestry, logging and related service activities (02)')",3179.88776458
"('PL', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",810.985678683
"('PL', 'Mining of coal and lignite; extraction of peat (10)')",20319.7410492
"('PL', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",2816.57629796
"('PL', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",4085.58248411
"('PL', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",389.998393393
"('PL', 'Mining of uranium and thorium ores (12)')",0.0
"('PL', 'Mining of iron ores')",0.0
"('PL', 'Mining of copper ores and concentrates')",103.22208499
"('PL', 'Mining of nickel ores and concentrates')",4.90076692005
"('PL', 'Mining of aluminium ores and concentrates')",0.0
"('PL', 'Mining of precious metal ores and concentrates')",55.5231296906
"('PL', 'Mining of lead, zinc and tin ores and concentrates')",8.54121501109
"('PL', 'Mining of other non-ferrous metal ores and concentrates')",0.00146304096193
"('PL', 'Quarrying of stone')",10.5084815552
"('PL', 'Quarrying of sand and clay')",13.0871822296
"('PL', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",1.45682402905
"('PL', 'Processing of meat cattle')",3032.84004192
"('PL', 'Processing of meat pigs')",5279.38307302
"('PL', 'Processing of meat poultry')",5763.02232435
"('PL', 'Production of meat products nec')",444.352636801
"('PL', 'Processing vegetable oils and fats')",1023.59914696
"('PL', 'Processing of dairy products')",17555.641176
"('PL', 'Processed rice')",33.8161753325
"('PL', 'Sugar refining')",1772.52009684
"('PL', 'Processing of Food products nec')",28483.0985555
"('PL', 'Manufacture of beverages')",10744.050506
"('PL', 'Manufacture of fish products')",4749.50037687
"('PL', 'Manufacture of tobacco products (16)')",1319.10777173
"('PL', 'Manufacture of textiles (17)')",10037.9402047
"('PL', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",14872.8560786
"('PL', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",4387.54571246
"('PL', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",10686.467434
"('PL', 'Re-processing of secondary wood material into new wood material')",0.0
"('PL', 'Pulp')",7128.96592227
"('PL', 'Re-processing of secondary paper into new pulp')",0.0
"('PL', 'Paper')",11790.5949958
"('PL', 'Publishing, printing and reproduction of recorded media (22)')",7036.12234428
"('PL', 'Manufacture of coke oven products')",878.720798641
"('PL', 'Petroleum Refinery')",22084.8810091
"('PL', 'Processing of nuclear fuel')",1.62512371916
"('PL', 'Plastics, basic')",17344.362722
"('PL', 'Re-processing of secondary plastic into new plastic')",0.0
"('PL', 'N-fertiliser')",386.033365592
"('PL', 'P- and other fertiliser')",1979.93037489
"('PL', 'Chemicals nec')",5912.84570293
"('PL', 'Manufacture of rubber and plastic products (25)')",39486.9581369
"('PL', 'Manufacture of glass and glass products')",4874.21251136
"('PL', 'Re-processing of secondary glass into new glass')",0.0
"('PL', 'Manufacture of ceramic goods')",2434.64052601
"('PL', 'Manufacture of bricks, tiles and construction products, in baked clay')",733.659273328
"('PL', 'Manufacture of cement, lime and plaster')",8484.83853791
"('PL', 'Re-processing of ash into clinker')",0.0
"('PL', 'Manufacture of other non-metallic mineral products n.e.c.')",2773.87585525
"('PL', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",11957.3240759
"('PL', 'Re-processing of secondary steel into new steel')",8043.78280279
"('PL', 'Precious metals production')",3951.98022896
"('PL', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('PL', 'Aluminium production')",4147.37884586
"('PL', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('PL', 'Lead, zinc and tin production')",1836.34181419
"('PL', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('PL', 'Copper production')",1160.12693744
"('PL', 'Re-processing of secondary copper into new copper')",0.0
"('PL', 'Other non-ferrous metal production')",4.65616725714
"('PL', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('PL', 'Casting of metals')",1073.36379736
"('PL', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",43631.2327802
"('PL', 'Manufacture of machinery and equipment n.e.c. (29)')",40563.0881125
"('PL', 'Manufacture of office machinery and computers (30)')",17896.229693
"('PL', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.00227008533612
"('PL', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0014609313251
"('PL', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('PL', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",58930.9565928
"('PL', 'Manufacture of other transport equipment (35)')",12666.1363404
"('PL', 'Manufacture of furniture; manufacturing n.e.c. (36)')",8642.71973303
"('PL', 'Recycling of waste and scrap')",61.2734805822
"('PL', 'Recycling of bottles by direct reuse')",0.0
"('PL', 'Production of electricity by coal')",6679.74564719
"('PL', 'Production of electricity by gas')",974.231973276
"('PL', 'Production of electricity by nuclear')",0.0
"('PL', 'Production of electricity by hydro')",107.135167152
"('PL', 'Production of electricity by wind')",799.214183755
"('PL', 'Production of electricity by petroleum and other oil derivatives')",119.747738482
"('PL', 'Production of electricity by biomass and waste')",62.3455270368
"('PL', 'Production of electricity by solar photovoltaic')",99.041858953
"('PL', 'Production of electricity by solar thermal')",0.0
"('PL', 'Production of electricity by tide, wave, ocean')",0.0
"('PL', 'Production of electricity by Geothermal')",0.0
"('PL', 'Production of electricity nec')",0.101166319142
"('PL', 'Transmission of electricity')",1433.78804159
"('PL', 'Distribution and trade of electricity')",3943.1447962
"('PL', 'Manufacture of gas; distribution of gaseous fuels through mains')",13911.4916334
"('PL', 'Steam and hot water supply')",1634.02560983
"('PL', 'Collection, purification and distribution of water (41)')",2451.83690272
"('PL', 'Construction (45)')",112322.546798
"('PL', 'Re-processing of secondary construction material into aggregates')",0.0
"('PL', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",15524.4849492
"('PL', 'Retail sale of automotive fuel')",84.7570695469
"('PL', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",45576.4299548
"('PL', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",80793.0235444
"('PL', 'Hotels and restaurants (55)')",18847.3664645
"('PL', 'Transport via railways')",16429.6265946
"('PL', 'Other land transport')",50041.763155
"('PL', 'Transport via pipelines')",1933.14254611
"('PL', 'Sea and coastal water transport')",300.091508636
"('PL', 'Inland water transport')",162.019701984
"('PL', 'Air transport (62)')",4565.13905293
"('PL', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",7032.33310103
"('PL', 'Post and telecommunications (64)')",20417.5605164
"('PL', 'Financial intermediation, except insurance and pension funding (65)')",27751.2263379
"('PL', 'Insurance and pension funding, except compulsory social security (66)')",9407.12138364
"('PL', 'Activities auxiliary to financial intermediation (67)')",8334.37475062
"('PL', 'Real estate activities (70)')",26583.4408875
"('PL', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",14699.5687439
"('PL', 'Computer and related activities (72)')",23608.7423219
"('PL', 'Research and development (73)')",8645.11978709
"('PL', 'Other business activities (74)')",36261.7262812
"('PL', 'Public administration and defence; compulsory social security (75)')",44299.5195683
"('PL', 'Education (80)')",32491.8098944
"('PL', 'Health and social work (85)')",42074.2234619
"('PL', 'Incineration of waste: Food')",70.3934224706
"('PL', 'Incineration of waste: Paper')",307.610172921
"('PL', 'Incineration of waste: Plastic')",1053.300461
"('PL', 'Incineration of waste: Metals and Inert materials')",4167.96720451
"('PL', 'Incineration of waste: Textiles')",14.2482857327
"('PL', 'Incineration of waste: Wood')",882.999953602
"('PL', 'Incineration of waste: Oil/Hazardous waste')",1002.8917648
"('PL', 'Biogasification of food waste, incl. land application')",74.6299049783
"('PL', 'Biogasification of paper, incl. land application')",7.98039576594
"('PL', 'Biogasification of sewage slugde, incl. land application')",3937.9176633
"('PL', 'Composting of food waste, incl. land application')",5087.28416703
"('PL', 'Composting of paper and wood, incl. land application')",36.8228417035
"('PL', 'Waste water treatment, food')",2385.81880501
"('PL', 'Waste water treatment, other')",3636.13782582
"('PL', 'Landfill of waste: Food')",4058.42726241
"('PL', 'Landfill of waste: Paper')",2350.48872725
"('PL', 'Landfill of waste: Plastic')",684.855159468
"('PL', 'Landfill of waste: Inert/metal/hazardous')",4652.17286105
"('PL', 'Landfill of waste: Textiles')",643.217703775
"('PL', 'Landfill of waste: Wood')",1017.01824275
"('PL', 'Activities of membership organisation n.e.c. (91)')",2230.10862727
"('PL', 'Recreational, cultural and sporting activities (92)')",9256.93328261
"('PL', 'Other service activities (93)')",7263.25776496
"('PL', 'Private households with employed persons (95)')",758.118410972
"('PL', 'Extra-territorial organizations and bodies')",0.0
"('PT', 'Cultivation of paddy rice')",96.9988383146
"('PT', 'Cultivation of wheat')",27.8851453704
"('PT', 'Cultivation of cereal grains nec')",325.508961859
"('PT', 'Cultivation of vegetables, fruit, nuts')",5564.04562928
"('PT', 'Cultivation of oil seeds')",10.3147279546
"('PT', 'Cultivation of sugar cane, sugar beet')",1.75633832461
"('PT', 'Cultivation of plant-based fibers')",0.0
"('PT', 'Cultivation of crops nec')",4.51075441618
"('PT', 'Cattle farming')",1399.50133992
"('PT', 'Pigs farming')",1064.54867894
"('PT', 'Poultry farming')",723.871108883
"('PT', 'Meat animals nec')",146.768975007
"('PT', 'Animal products nec')",11.3890403908
"('PT', 'Raw milk')",1175.40168847
"('PT', 'Wool, silk-worm cocoons')",8.45112866578
"('PT', 'Manure treatment (conventional), storage and land application')",0.0
"('PT', 'Manure treatment (biogas), storage and land application')",0.0
"('PT', 'Forestry, logging and related service activities (02)')",1291.31373541
"('PT', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",914.823895758
"('PT', 'Mining of coal and lignite; extraction of peat (10)')",0.0
"('PT', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",0.0
"('PT', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",0.0394558434152
"('PT', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",155.121363878
"('PT', 'Mining of uranium and thorium ores (12)')",0.0
"('PT', 'Mining of iron ores')",0.0
"('PT', 'Mining of copper ores and concentrates')",1260.63093501
"('PT', 'Mining of nickel ores and concentrates')",0.0
"('PT', 'Mining of aluminium ores and concentrates')",0.0
"('PT', 'Mining of precious metal ores and concentrates')",244.882500012
"('PT', 'Mining of lead, zinc and tin ores and concentrates')",26.0300835547
"('PT', 'Mining of other non-ferrous metal ores and concentrates')",148.772600871
"('PT', 'Quarrying of stone')",2606.10914378
"('PT', 'Quarrying of sand and clay')",1112.89046071
"('PT', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",33.970781495
"('PT', 'Processing of meat cattle')",722.414962912
"('PT', 'Processing of meat pigs')",1361.55483667
"('PT', 'Processing of meat poultry')",742.626014582
"('PT', 'Production of meat products nec')",305.708833941
"('PT', 'Processing vegetable oils and fats')",334.04708326
"('PT', 'Processing of dairy products')",3260.25771993
"('PT', 'Processed rice')",265.128815077
"('PT', 'Sugar refining')",2.88186245462
"('PT', 'Processing of Food products nec')",9965.46568399
"('PT', 'Manufacture of beverages')",5115.66574091
"('PT', 'Manufacture of fish products')",1880.81600185
