,0
"('TW', 'Manure treatment (conventional), storage and land application')",0.0
"('TW', 'Manure treatment (biogas), storage and land application')",0.0
"('TW', 'Forestry, logging and related service activities (02)')",330.148860581
"('TW', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",2017.97615375
"('TW', 'Mining of coal and lignite; extraction of peat (10)')",0.0
"('TW', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",9.42084557772
"('TW', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",78.6641832097
"('TW', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('TW', 'Mining of uranium and thorium ores (12)')",0.0
"('TW', 'Mining of iron ores')",8327.52789563
"('TW', 'Mining of copper ores and concentrates')",4064.11320999
"('TW', 'Mining of nickel ores and concentrates')",0.0
"('TW', 'Mining of aluminium ores and concentrates')",227.333354418
"('TW', 'Mining of precious metal ores and concentrates')",459.181110755
"('TW', 'Mining of lead, zinc and tin ores and concentrates')",1206.30754479
"('TW', 'Mining of other non-ferrous metal ores and concentrates')",158.362509831
"('TW', 'Quarrying of stone')",7293.99197434
"('TW', 'Quarrying of sand and clay')",11432.576321
"('TW', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",1900.39662168
"('TW', 'Processing of meat cattle')",65.3570682461
"('TW', 'Processing of meat pigs')",4399.64615073
"('TW', 'Processing of meat poultry')",3162.79588894
"('TW', 'Production of meat products nec')",158.046406551
"('TW', 'Processing vegetable oils and fats')",950.584737087
"('TW', 'Processing of dairy products')",10542.318537
"('TW', 'Processed rice')",8800.11175601
"('TW', 'Sugar refining')",278.496295912
"('TW', 'Processing of Food products nec')",76069.3151932
"('TW', 'Manufacture of beverages')",29257.9549178
"('TW', 'Manufacture of fish products')",4914.16758996
"('TW', 'Manufacture of tobacco products (16)')",11011.5406672
"('TW', 'Manufacture of textiles (17)')",60509.2912442
"('TW', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",12357.4515741
"('TW', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",10001.8302637
"('TW', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",15083.606744
"('TW', 'Re-processing of secondary wood material into new wood material')",0.0
"('TW', 'Pulp')",157.300969262
"('TW', 'Re-processing of secondary paper into new pulp')",0.0
"('TW', 'Paper')",26188.0897671
"('TW', 'Publishing, printing and reproduction of recorded media (22)')",31545.3445449
"('TW', 'Manufacture of coke oven products')",2815.9903438
"('TW', 'Petroleum Refinery')",121566.188634
"('TW', 'Processing of nuclear fuel')",0.00467990829942
"('TW', 'Plastics, basic')",53188.2562981
"('TW', 'Re-processing of secondary plastic into new plastic')",0.0
"('TW', 'N-fertiliser')",13.2948703461
"('TW', 'P- and other fertiliser')",1540.48425548
"('TW', 'Chemicals nec')",23970.6545856
"('TW', 'Manufacture of rubber and plastic products (25)')",27588.3211896
"('TW', 'Manufacture of glass and glass products')",5979.32115078
"('TW', 'Re-processing of secondary glass into new glass')",0.0
"('TW', 'Manufacture of ceramic goods')",1611.87219636
"('TW', 'Manufacture of bricks, tiles and construction products, in baked clay')",116.244010924
"('TW', 'Manufacture of cement, lime and plaster')",6769.11648253
"('TW', 'Re-processing of ash into clinker')",0.0
"('TW', 'Manufacture of other non-metallic mineral products n.e.c.')",36146.289582
"('TW', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",43552.4086599
"('TW', 'Re-processing of secondary steel into new steel')",27193.7681326
"('TW', 'Precious metals production')",1592.70578744
"('TW', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('TW', 'Aluminium production')",6921.44360133
"('TW', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('TW', 'Lead, zinc and tin production')",1150.80024455
"('TW', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('TW', 'Copper production')",3398.13474783
"('TW', 'Re-processing of secondary copper into new copper')",0.0
"('TW', 'Other non-ferrous metal production')",1917.28872942
"('TW', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('TW', 'Casting of metals')",1987.15755353
"('TW', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",38182.1928139
"('TW', 'Manufacture of machinery and equipment n.e.c. (29)')",75.6953290786
"('TW', 'Manufacture of office machinery and computers (30)')",24245.6546236
"('TW', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",3382.00673364
"('TW', 'Manufacture of radio, television and communication equipment and apparatus (32)')",24163.2799329
"('TW', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",8505.86095787
"('TW', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",45444.1638554
"('TW', 'Manufacture of other transport equipment (35)')",15828.8594965
"('TW', 'Manufacture of furniture; manufacturing n.e.c. (36)')",24925.7397069
"('TW', 'Recycling of waste and scrap')",0.0136877343813
"('TW', 'Recycling of bottles by direct reuse')",0.0
"('TW', 'Production of electricity by coal')",1738.86390834
"('TW', 'Production of electricity by gas')",1481.48632214
"('TW', 'Production of electricity by nuclear')",448.382075162
"('TW', 'Production of electricity by hydro')",43.0412563796
"('TW', 'Production of electricity by wind')",34.5271311117
"('TW', 'Production of electricity by petroleum and other oil derivatives')",63.0501638988
"('TW', 'Production of electricity by biomass and waste')",0.869952489912
"('TW', 'Production of electricity by solar photovoltaic')",86.9239423529
"('TW', 'Production of electricity by solar thermal')",0.0
"('TW', 'Production of electricity by tide, wave, ocean')",0.0
"('TW', 'Production of electricity by Geothermal')",0.0285230168131
"('TW', 'Production of electricity nec')",0.0
"('TW', 'Transmission of electricity')",499.716998462
"('TW', 'Distribution and trade of electricity')",1442.18277531
"('TW', 'Manufacture of gas; distribution of gaseous fuels through mains')",288.65604808
"('TW', 'Steam and hot water supply')",129.277491882
"('TW', 'Collection, purification and distribution of water (41)')",0.0
"('TW', 'Construction (45)')",116523.003025
"('TW', 'Re-processing of secondary construction material into aggregates')",0.0
"('TW', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",20430.3685772
"('TW', 'Retail sale of automotive fuel')",507.49965923
"('TW', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",66460.967727
"('TW', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",12526.3104183
"('TW', 'Hotels and restaurants (55)')",41583.828819
"('TW', 'Transport via railways')",2609.44107365
"('TW', 'Other land transport')",31723.0977488
"('TW', 'Transport via pipelines')",1962.03185178
"('TW', 'Sea and coastal water transport')",12955.7477005
"('TW', 'Inland water transport')",521.795113389
"('TW', 'Air transport (62)')",17502.3088636
"('TW', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",14597.331084
"('TW', 'Post and telecommunications (64)')",21931.6754137
"('TW', 'Financial intermediation, except insurance and pension funding (65)')",27751.4332907
"('TW', 'Insurance and pension funding, except compulsory social security (66)')",12528.0728648
"('TW', 'Activities auxiliary to financial intermediation (67)')",7821.75804429
"('TW', 'Real estate activities (70)')",76667.7963625
"('TW', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",0.0
"('TW', 'Computer and related activities (72)')",11412.1789048
"('TW', 'Research and development (73)')",28985.543275
"('TW', 'Other business activities (74)')",22806.6074366
"('TW', 'Public administration and defence; compulsory social security (75)')",54830.4466152
"('TW', 'Education (80)')",28751.9875533
"('TW', 'Health and social work (85)')",26573.7319473
"('TW', 'Incineration of waste: Food')",0.0
"('TW', 'Incineration of waste: Paper')",0.0
"('TW', 'Incineration of waste: Plastic')",0.0
"('TW', 'Incineration of waste: Metals and Inert materials')",0.0
"('TW', 'Incineration of waste: Textiles')",0.0
"('TW', 'Incineration of waste: Wood')",0.0
"('TW', 'Incineration of waste: Oil/Hazardous waste')",0.0
"('TW', 'Biogasification of food waste, incl. land application')",0.0
"('TW', 'Biogasification of paper, incl. land application')",0.0
"('TW', 'Biogasification of sewage slugde, incl. land application')",0.0
"('TW', 'Composting of food waste, incl. land application')",0.0
"('TW', 'Composting of paper and wood, incl. land application')",0.0
"('TW', 'Waste water treatment, food')",0.0
"('TW', 'Waste water treatment, other')",0.0
"('TW', 'Landfill of waste: Food')",0.0
"('TW', 'Landfill of waste: Paper')",0.0
"('TW', 'Landfill of waste: Plastic')",0.0
"('TW', 'Landfill of waste: Inert/metal/hazardous')",0.0
"('TW', 'Landfill of waste: Textiles')",0.0
"('TW', 'Landfill of waste: Wood')",0.0
"('TW', 'Activities of membership organisation n.e.c. (91)')",1988.78187034
"('TW', 'Recreational, cultural and sporting activities (92)')",6219.4735378
"('TW', 'Other service activities (93)')",14786.0590545
"('TW', 'Private households with employed persons (95)')",9824.91170866
"('TW', 'Extra-territorial organizations and bodies')",0.0
"('NO', 'Cultivation of paddy rice')",0.0
"('NO', 'Cultivation of wheat')",138.843248414
"('NO', 'Cultivation of cereal grains nec')",328.05651695
"('NO', 'Cultivation of vegetables, fruit, nuts')",663.88786647
"('NO', 'Cultivation of oil seeds')",19.6163470674
"('NO', 'Cultivation of sugar cane, sugar beet')",0.0
"('NO', 'Cultivation of plant-based fibers')",0.0
"('NO', 'Cultivation of crops nec')",317.688227654
"('NO', 'Cattle farming')",926.437730248
"('NO', 'Pigs farming')",462.444500353
"('NO', 'Poultry farming')",557.135029899
"('NO', 'Meat animals nec')",105.015716537
"('NO', 'Animal products nec')",27.3474473892
"('NO', 'Raw milk')",687.811920139
"('NO', 'Wool, silk-worm cocoons')",32.0849465719
"('NO', 'Manure treatment (conventional), storage and land application')",0.0
"('NO', 'Manure treatment (biogas), storage and land application')",0.0
"('NO', 'Forestry, logging and related service activities (02)')",993.677387169
"('NO', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",10931.5926735
"('NO', 'Mining of coal and lignite; extraction of peat (10)')",193.162676206
"('NO', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",109909.871905
"('NO', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",48985.4855554
"('NO', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('NO', 'Mining of uranium and thorium ores (12)')",0.0
"('NO', 'Mining of iron ores')",58.2270188466
"('NO', 'Mining of copper ores and concentrates')",0.0
"('NO', 'Mining of nickel ores and concentrates')",4.90417481393
"('NO', 'Mining of aluminium ores and concentrates')",0.0
"('NO', 'Mining of precious metal ores and concentrates')",0.0
"('NO', 'Mining of lead, zinc and tin ores and concentrates')",0.0
"('NO', 'Mining of other non-ferrous metal ores and concentrates')",24.8971719577
"('NO', 'Quarrying of stone')",0.153936898208
"('NO', 'Quarrying of sand and clay')",1.25990274811
"('NO', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.924173969337
"('NO', 'Processing of meat cattle')",1802.68199095
"('NO', 'Processing of meat pigs')",1710.61000451
"('NO', 'Processing of meat poultry')",1137.53288972
"('NO', 'Production of meat products nec')",716.047272328
"('NO', 'Processing vegetable oils and fats')",189.708554374
"('NO', 'Processing of dairy products')",1655.28696237
"('NO', 'Processed rice')",1.90538471451
"('NO', 'Sugar refining')",10.10801946
"('NO', 'Processing of Food products nec')",5007.88362143
"('NO', 'Manufacture of beverages')",2301.22614087
"('NO', 'Manufacture of fish products')",4225.20361249
"('NO', 'Manufacture of tobacco products (16)')",305.038422308
"('NO', 'Manufacture of textiles (17)')",2906.49502966
"('NO', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",727.905414026
"('NO', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",216.428031955
"('NO', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",3096.50247573
"('NO', 'Re-processing of secondary wood material into new wood material')",0.0
"('NO', 'Pulp')",1176.59576628
"('NO', 'Re-processing of secondary paper into new pulp')",0.0
"('NO', 'Paper')",1240.93634559
"('NO', 'Publishing, printing and reproduction of recorded media (22)')",718.127852069
"('NO', 'Manufacture of coke oven products')",1.51774232718
"('NO', 'Petroleum Refinery')",8627.48529937
"('NO', 'Processing of nuclear fuel')",0.0
"('NO', 'Plastics, basic')",7053.83638937
"('NO', 'Re-processing of secondary plastic into new plastic')",0.0
"('NO', 'N-fertiliser')",76.3281301562
"('NO', 'P- and other fertiliser')",3117.74029115
"('NO', 'Chemicals nec')",9919.10642007
"('NO', 'Manufacture of rubber and plastic products (25)')",6092.19454109
"('NO', 'Manufacture of glass and glass products')",1439.01338537
"('NO', 'Re-processing of secondary glass into new glass')",0.0
"('NO', 'Manufacture of ceramic goods')",494.795323185
"('NO', 'Manufacture of bricks, tiles and construction products, in baked clay')",45.2261884286
"('NO', 'Manufacture of cement, lime and plaster')",759.021389871
"('NO', 'Re-processing of ash into clinker')",0.0
"('NO', 'Manufacture of other non-metallic mineral products n.e.c.')",1890.08633609
"('NO', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",0.0
"('NO', 'Re-processing of secondary steel into new steel')",1914.50014414
"('NO', 'Precious metals production')",385.068183628
"('NO', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('NO', 'Aluminium production')",4706.38283859
"('NO', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('NO', 'Lead, zinc and tin production')",399.900586823
"('NO', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('NO', 'Copper production')",456.808236195
"('NO', 'Re-processing of secondary copper into new copper')",0.0
"('NO', 'Other non-ferrous metal production')",1643.67950518
"('NO', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('NO', 'Casting of metals')",371.636278881
"('NO', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",7360.71171542
"('NO', 'Manufacture of machinery and equipment n.e.c. (29)')",16544.6916259
"('NO', 'Manufacture of office machinery and computers (30)')",2290.31814234
"('NO', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.0
"('NO', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0
"('NO', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('NO', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",5210.84699466
"('NO', 'Manufacture of other transport equipment (35)')",7900.11910724
"('NO', 'Manufacture of furniture; manufacturing n.e.c. (36)')",602.022925504
"('NO', 'Recycling of waste and scrap')",11.0665457749
"('NO', 'Recycling of bottles by direct reuse')",0.0
"('NO', 'Production of electricity by coal')",2.179910526
"('NO', 'Production of electricity by gas')",84.1445463032
"('NO', 'Production of electricity by nuclear')",0.0
"('NO', 'Production of electricity by hydro')",8069.7552675
"('NO', 'Production of electricity by wind')",480.113182739
"('NO', 'Production of electricity by petroleum and other oil derivatives')",28.0732847754
"('NO', 'Production of electricity by biomass and waste')",0.586939108897
"('NO', 'Production of electricity by solar photovoltaic')",1.30794630912
"('NO', 'Production of electricity by solar thermal')",0.0
"('NO', 'Production of electricity by tide, wave, ocean')",0.0
"('NO', 'Production of electricity by Geothermal')",0.0
"('NO', 'Production of electricity nec')",0.0
"('NO', 'Transmission of electricity')",605.73393258
"('NO', 'Distribution and trade of electricity')",8881.66126992
"('NO', 'Manufacture of gas; distribution of gaseous fuels through mains')",823.213237061
"('NO', 'Steam and hot water supply')",139.67391582
"('NO', 'Collection, purification and distribution of water (41)')",1648.7218744
"('NO', 'Construction (45)')",58386.2644062
"('NO', 'Re-processing of secondary construction material into aggregates')",0.0
"('NO', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",10559.4308108
"('NO', 'Retail sale of automotive fuel')",4859.97409686
"('NO', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",23577.4288479
"('NO', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",19256.7715546
"('NO', 'Hotels and restaurants (55)')",11956.062414
"('NO', 'Transport via railways')",1411.40453538
"('NO', 'Other land transport')",15956.145177
"('NO', 'Transport via pipelines')",2176.11407498
"('NO', 'Sea and coastal water transport')",20343.5502642
"('NO', 'Inland water transport')",19.1104359765
"('NO', 'Air transport (62)')",11945.3078342
"('NO', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",11275.9667912
"('NO', 'Post and telecommunications (64)')",3889.70578085
"('NO', 'Financial intermediation, except insurance and pension funding (65)')",22382.6193449
"('NO', 'Insurance and pension funding, except compulsory social security (66)')",4361.21624557
"('NO', 'Activities auxiliary to financial intermediation (67)')",3737.28026066
"('NO', 'Real estate activities (70)')",34784.8079721
"('NO', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",11072.4627398
"('NO', 'Computer and related activities (72)')",15892.8991043
"('NO', 'Research and development (73)')",13452.4412985
"('NO', 'Other business activities (74)')",20702.7692249
"('NO', 'Public administration and defence; compulsory social security (75)')",42814.7296427
"('NO', 'Education (80)')",22610.4477064
"('NO', 'Health and social work (85)')",31078.8605647
"('NO', 'Incineration of waste: Food')",2729.2752734
"('NO', 'Incineration of waste: Paper')",2658.67897276
"('NO', 'Incineration of waste: Plastic')",762.61577713
"('NO', 'Incineration of waste: Metals and Inert materials')",4527.73223994
"('NO', 'Incineration of waste: Textiles')",812.741645726
"('NO', 'Incineration of waste: Wood')",1139.67928091
"('NO', 'Incineration of waste: Oil/Hazardous waste')",2213.06836694
"('NO', 'Biogasification of food waste, incl. land application')",0.0
"('NO', 'Biogasification of paper, incl. land application')",0.0
"('NO', 'Biogasification of sewage slugde, incl. land application')",0.0
"('NO', 'Composting of food waste, incl. land application')",2335.63989517
"('NO', 'Composting of paper and wood, incl. land application')",0.0
"('NO', 'Waste water treatment, food')",845.494057378
"('NO', 'Waste water treatment, other')",1826.45054255
"('NO', 'Landfill of waste: Food')",1453.8522519
"('NO', 'Landfill of waste: Paper')",803.628596614
"('NO', 'Landfill of waste: Plastic')",88.2297033891
"('NO', 'Landfill of waste: Inert/metal/hazardous')",2586.30725972
"('NO', 'Landfill of waste: Textiles')",220.125169403
"('NO', 'Landfill of waste: Wood')",264.61766881
"('NO', 'Activities of membership organisation n.e.c. (91)')",2836.18215996
"('NO', 'Recreational, cultural and sporting activities (92)')",4285.27083395
"('NO', 'Other service activities (93)')",2394.25450542
"('NO', 'Private households with employed persons (95)')",87.7120073397
"('NO', 'Extra-territorial organizations and bodies')",0.0
"('ID', 'Cultivation of paddy rice')",24208.1212413
"('ID', 'Cultivation of wheat')",0.0
"('ID', 'Cultivation of cereal grains nec')",14635.1293894
"('ID', 'Cultivation of vegetables, fruit, nuts')",60336.4157892
"('ID', 'Cultivation of oil seeds')",15707.0434992
"('ID', 'Cultivation of sugar cane, sugar beet')",1345.67622626
"('ID', 'Cultivation of plant-based fibers')",4.03550844742
"('ID', 'Cultivation of crops nec')",11097.4688378
"('ID', 'Cattle farming')",8449.46927006
"('ID', 'Pigs farming')",3374.84647583
"('ID', 'Poultry farming')",19997.2871939
"('ID', 'Meat animals nec')",308.109266756
"('ID', 'Animal products nec')",1140.4982852
"('ID', 'Raw milk')",1042.48963776
"('ID', 'Wool, silk-worm cocoons')",135.995988795
"('ID', 'Manure treatment (conventional), storage and land application')",0.0
"('ID', 'Manure treatment (biogas), storage and land application')",0.0
"('ID', 'Forestry, logging and related service activities (02)')",2706.41531779
"('ID', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",21968.2586496
"('ID', 'Mining of coal and lignite; extraction of peat (10)')",40640.8233696
"('ID', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",48697.8335821
"('ID', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",16760.6606607
"('ID', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('ID', 'Mining of uranium and thorium ores (12)')",0.0
"('ID', 'Mining of iron ores')",0.000315764942272
"('ID', 'Mining of copper ores and concentrates')",95.2694544125
"('ID', 'Mining of nickel ores and concentrates')",4.26291920957
"('ID', 'Mining of aluminium ores and concentrates')",8.78219642023
"('ID', 'Mining of precious metal ores and concentrates')",28.8131979891
"('ID', 'Mining of lead, zinc and tin ores and concentrates')",56.5207585075
"('ID', 'Mining of other non-ferrous metal ores and concentrates')",1.39863974287
"('ID', 'Quarrying of stone')",0.0395223391083
"('ID', 'Quarrying of sand and clay')",2.98135834957
"('ID', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.0158020087693
"('ID', 'Processing of meat cattle')",8542.0602796
"('ID', 'Processing of meat pigs')",3223.48457015
"('ID', 'Processing of meat poultry')",19063.4376587
"('ID', 'Production of meat products nec')",1733.41039867
"('ID', 'Processing vegetable oils and fats')",26504.8566312
"('ID', 'Processing of dairy products')",653.497008356
"('ID', 'Processed rice')",41022.3108234
"('ID', 'Sugar refining')",392.275304176
"('ID', 'Processing of Food products nec')",31759.3513872
"('ID', 'Manufacture of beverages')",3132.55414731
"('ID', 'Manufacture of fish products')",20978.1524906
"('ID', 'Manufacture of tobacco products (16)')",20125.1072911
"('ID', 'Manufacture of textiles (17)')",29489.1886466
"('ID', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",21653.7977388
"('ID', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",10086.1054168
"('ID', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",11391.5374397
"('ID', 'Re-processing of secondary wood material into new wood material')",0.0
"('ID', 'Pulp')",5640.14850932
"('ID', 'Re-processing of secondary paper into new pulp')",0.0
"('ID', 'Paper')",13772.8352754
"('ID', 'Publishing, printing and reproduction of recorded media (22)')",22007.3526443
"('ID', 'Manufacture of coke oven products')",0.0
"('ID', 'Petroleum Refinery')",73754.8180542
"('ID', 'Processing of nuclear fuel')",0.0
"('ID', 'Plastics, basic')",5566.31327059
"('ID', 'Re-processing of secondary plastic into new plastic')",0.0
"('ID', 'N-fertiliser')",3.75802658717
"('ID', 'P- and other fertiliser')",6541.71027191
"('ID', 'Chemicals nec')",20383.3832072
"('ID', 'Manufacture of rubber and plastic products (25)')",25336.160326
"('ID', 'Manufacture of glass and glass products')",7380.24056427
"('ID', 'Re-processing of secondary glass into new glass')",0.0
"('ID', 'Manufacture of ceramic goods')",6525.904673
"('ID', 'Manufacture of bricks, tiles and construction products, in baked clay')",221.956072667
"('ID', 'Manufacture of cement, lime and plaster')",8819.08554641
"('ID', 'Re-processing of ash into clinker')",0.0
"('ID', 'Manufacture of other non-metallic mineral products n.e.c.')",2085.45441765
"('ID', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",6902.84872193
"('ID', 'Re-processing of secondary steel into new steel')",12493.7212629
"('ID', 'Precious metals production')",1340.85530725
"('ID', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('ID', 'Aluminium production')",1794.24831024
"('ID', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('ID', 'Lead, zinc and tin production')",1218.42764988
"('ID', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('ID', 'Copper production')",6163.46633316
"('ID', 'Re-processing of secondary copper into new copper')",0.0
"('ID', 'Other non-ferrous metal production')",2970.81953872
"('ID', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('ID', 'Casting of metals')",914.857915774
"('ID', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",28320.5691222
"('ID', 'Manufacture of machinery and equipment n.e.c. (29)')",0.0
"('ID', 'Manufacture of office machinery and computers (30)')",15693.5633134
"('ID', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",5662.39905053
"('ID', 'Manufacture of radio, television and communication equipment and apparatus (32)')",8887.91582673
"('ID', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",1339.60883514
"('ID', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",26488.7321263
"('ID', 'Manufacture of other transport equipment (35)')",9834.52200338
"('ID', 'Manufacture of furniture; manufacturing n.e.c. (36)')",11728.6484439
"('ID', 'Recycling of waste and scrap')",0.0
"('ID', 'Recycling of bottles by direct reuse')",0.0
"('ID', 'Production of electricity by coal')",8970.37298094
"('ID', 'Production of electricity by gas')",2116.76569961
"('ID', 'Production of electricity by nuclear')",0.0
"('ID', 'Production of electricity by hydro')",1071.55426711
"('ID', 'Production of electricity by wind')",20.924492369
"('ID', 'Production of electricity by petroleum and other oil derivatives')",375.250587363
"('ID', 'Production of electricity by biomass and waste')",127.441171418
"('ID', 'Production of electricity by solar photovoltaic')",7.53281723949
"('ID', 'Production of electricity by solar thermal')",0.0
"('ID', 'Production of electricity by tide, wave, ocean')",0.0
"('ID', 'Production of electricity by Geothermal')",685.574473116
"('ID', 'Production of electricity nec')",0.0
"('ID', 'Transmission of electricity')",1607.30374376
"('ID', 'Distribution and trade of electricity')",8390.11226117
"('ID', 'Manufacture of gas; distribution of gaseous fuels through mains')",209.217993841
"('ID', 'Steam and hot water supply')",0.0
"('ID', 'Collection, purification and distribution of water (41)')",0.0
"('ID', 'Construction (45)')",264039.925949
"('ID', 'Re-processing of secondary construction material into aggregates')",0.0
"('ID', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",29711.3205973
"('ID', 'Retail sale of automotive fuel')",2165.10425936
"('ID', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",122940.321479
"('ID', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",53610.1986769
"('ID', 'Hotels and restaurants (55)')",67094.8636747
"('ID', 'Transport via railways')",2267.71580924
"('ID', 'Other land transport')",66495.8830749
"('ID', 'Transport via pipelines')",2852.85911078
"('ID', 'Sea and coastal water transport')",14719.6770839
"('ID', 'Inland water transport')",1682.23061661
"('ID', 'Air transport (62)')",21615.0542088
"('ID', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",14876.9406884
"('ID', 'Post and telecommunications (64)')",56964.7576666
"('ID', 'Financial intermediation, except insurance and pension funding (65)')",26114.4003685
"('ID', 'Insurance and pension funding, except compulsory social security (66)')",16810.3131352
"('ID', 'Activities auxiliary to financial intermediation (67)')",6244.10689287
"('ID', 'Real estate activities (70)')",58808.0837155
"('ID', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",0.0
"('ID', 'Computer and related activities (72)')",8640.16943613
"('ID', 'Research and development (73)')",15038.0115049
"('ID', 'Other business activities (74)')",19426.4213188
"('ID', 'Public administration and defence; compulsory social security (75)')",79106.4970096
"('ID', 'Education (80)')",50948.4305084
"('ID', 'Health and social work (85)')",39402.7912154
"('ID', 'Incineration of waste: Food')",0.0
"('ID', 'Incineration of waste: Paper')",0.0
"('ID', 'Incineration of waste: Plastic')",0.0
"('ID', 'Incineration of waste: Metals and Inert materials')",0.0
"('ID', 'Incineration of waste: Textiles')",0.0
"('ID', 'Incineration of waste: Wood')",0.0
"('ID', 'Incineration of waste: Oil/Hazardous waste')",0.0
"('ID', 'Biogasification of food waste, incl. land application')",0.0
"('ID', 'Biogasification of paper, incl. land application')",0.0
"('ID', 'Biogasification of sewage slugde, incl. land application')",0.0
"('ID', 'Composting of food waste, incl. land application')",0.0
"('ID', 'Composting of paper and wood, incl. land application')",0.0
"('ID', 'Waste water treatment, food')",0.0
"('ID', 'Waste water treatment, other')",0.0
"('ID', 'Landfill of waste: Food')",0.0
"('ID', 'Landfill of waste: Paper')",0.0
"('ID', 'Landfill of waste: Plastic')",0.0
"('ID', 'Landfill of waste: Inert/metal/hazardous')",0.0
"('ID', 'Landfill of waste: Textiles')",0.0
"('ID', 'Landfill of waste: Wood')",0.0
"('ID', 'Activities of membership organisation n.e.c. (91)')",277.449039451
"('ID', 'Recreational, cultural and sporting activities (92)')",8370.27182719
"('ID', 'Other service activities (93)')",19240.9664954
"('ID', 'Private households with employed persons (95)')",4197.3931906
